zipcode,trend_coef_Median Rent,average_value_Median Rent,pct_coef_Median Rent,average_pct_Median Rent,trend_coef_Median Price,average_value_Median Price,pct_coef_Median Price,average_pct_Median Price,normalized_trend_coef_Median Rent,normalized_pct_coef_Median Rent,normalized_average_pct_Median Rent,Median Rent_weight,normalized_trend_coef_Median Price,normalized_pct_coef_Median Price,normalized_average_pct_Median Price,Median Price_weight,total_weight,Median Rent,Median Price,rent_price_ratio
80003,0.3424572244568695,9.837650539072095,1.1564519898492647e-06,0.0057439037825815645,112.0021211360126,2746.7185269055108,-3.8742200086636756e-06,0.006085714978218473,0.5780944746004751,0.49334656584350645,0.8633582635945848,0.8633582635945848,0.48935581093504016,0.2689711530168683,0.8851521401975077,0.8851521401975077,1.7485104037920924,2059.7546296296296,547556.0879201355,0.003761723547725503
80401,0.3778919123774198,9.830402320971968,6.51449546318844e-07,0.005163871270078094,184.82428297588646,4507.471243647667,-3.747160851785089e-06,0.006643465832002168,0.6961326662457694,0.39997902125343515,0.7303689400195683,0.7303689400195683,0.9880550900946867,0.2900294755639591,1.0,1.0,1.7303689400195683,2242.8714912280698,837673.6039568456,0.002677500497369875
80219,0.3889906760155229,12.09541103766761,3.896817749658658e-06,0.0063398662820476435,83.47655189669929,1995.3788092680616,-3.8363119918691015e-06,0.005293650239440328,0.7331042911201755,1.0,1.0,1.0,0.29400757548242473,0.27525388984899984,0.7220561279608889,0.7220561279608889,1.7220561279608888,2331.1309523809523,446860.7459459158,0.0052166832140209795
80017,0.29736904648786217,8.4104524749289,4.634510373872655e-07,0.005527191618775582,94.9093692037786,2257.9093596623798,-3.4243524108602155e-06,0.006153832329515165,0.4278990783837567,0.36522085445561703,0.8136706970293168,0.8136706970293168,0.37230156739029063,0.34353057250902413,0.8991783527237076,0.8991783527237076,1.7128490497530244,1813.8829593139935,445790.5378569222,0.0040689130999370035
80010,0.30652734018847516,8.829718834305861,1.3158997999774584e-06,0.00615354040424628,76.56287149639944,1761.4530541914228,-3.2767732152451424e-06,0.0049675361710595,0.45840671060562554,0.5228261272053448,0.9572793732779312,0.9572793732779312,0.2466614469844674,0.36798981164494954,0.6549051723846794,0.6549051723846794,1.6121845456626107,1744.0259784075572,416100.55610412377,0.004191356999703546
80212,0.43107645120122007,12.016539803845706,4.0509244636996627e-07,0.006013951692537669,139.84636078335058,3222.4680232951337,-3.787761676666343e-06,0.005057085177316773,0.8732982391534827,0.35443120696217234,0.9252746012200457,0.9252746012200457,0.6800381786380084,0.2833004425132803,0.6733444300681402,0.6733444300681402,1.5986190312881858,2420.5740740740744,750696.5125874183,0.003224437616915397
80239,0.3602239823983713,9.604180062424174,-1.511940140972668e-06,0.0053419989335516315,90.38341630643052,2184.6021049870556,-4.0574036982167294e-06,0.005787060684238612,0.6372781757104347,0.0,0.7712098876642095,0.7712098876642095,0.34130702684944486,0.23861095454915388,0.8236554947836515,0.8236554947836515,1.594865382447861,2075.714285714286,453535.51329533645,0.004576740354095728
80104,0.36793532182240657,9.961876725772953,-4.828253405621356e-08,0.005407159060615268,131.32115123958295,2919.143040567118,-2.9106330381507303e-06,0.005688870188694398,0.662965789012323,0.2706088230445109,0.7861497419576415,0.7861497419576415,0.6216560083378412,0.4286725529452934,0.8034368466369066,0.8034368466369066,1.5895865885945482,2188.423529411765,615630.2975819684,0.003554769052152418
80249,0.3379928680878677,9.30040396539822,2.0835979449890634e-06,0.004955370506250636,106.68212181316535,2402.049889839502,-3.930766329354619e-06,0.005761357573433792,0.5632230425777449,0.6647622538604792,0.6825640757256517,0.6825640757256517,0.45292349746888,0.25959937148443635,0.8183629035734824,0.8183629035734824,1.500926979299134,2199.052113980604,500889.8551204777,0.00439029078249483
80226,0.3144096171945683,8.538155298126297,1.966438097648068e-06,0.005025260272641424,108.72388913079173,2655.640524196571,-4.114544924953418e-06,0.005634180139965267,0.48466374230102605,0.6431011165513141,0.6985883373950719,0.6985883373950719,0.4669058877713122,0.22914057545237249,0.7921754832406425,0.7921754832406425,1.4907638206357143,2000.4182098765432,564655.1626935398,0.0035427254403095714
80123,0.3183703546670741,8.242884806800417,2.1684176742828906e-07,0.004971565934762357,122.92865875395125,2908.9267418296345,-3.09043361680179e-06,0.005690763444823283,0.49785754521766473,0.31962641762823824,0.6862773487514778,0.6862773487514778,0.5641827083534181,0.3988730589741061,0.8038266916958344,0.8038266916958344,1.4901040404473123,1944.4034875066452,613024.3274069708,0.003171821085357689
80126,0.3939235319744273,10.76034946980498,1.7447810631192536e-06,0.004683727931271438,166.83899065024104,3827.7237559853434,-2.550334584884286e-06,0.006010430174478998,0.7495363646392457,0.6021199820633472,0.6202821147632598,0.6202821147632598,0.8648885691941253,0.48838710818473074,0.8696500597856638,0.8696500597856638,1.4899321745489236,2601.0978835978835,771791.2340575288,0.003370209156073415
80129,0.36931836258877804,10.077505715902578,3.114330686014045e-06,0.00489687787295283,147.36421385149487,3333.2887673198,-3.009440851436977e-06,0.00574992690554452,0.6675729025672735,0.8553296192088792,0.6691529383002299,0.6691529383002299,0.7315217903736168,0.412296505335102,0.8160091864356418,0.8160091864356418,1.4851621247358717,2407.5274074074077,697094.2164523874,0.003453661428522045
80232,0.33745326368071554,8.677853839960452,2.8966338127080665e-07,0.004792541989183819,108.40172109733777,2642.1469419401433,-3.855384657686761e-06,0.005813873156346834,0.5614255404079252,0.3330900659029473,0.6452309023661507,0.6452309023661507,0.464699623057487,0.27209285558363844,0.8291765173275946,0.8291765173275946,1.4744074196937453,2117.055555555555,547121.8500851028,0.003869440701785635
80229,0.2914325427535139,7.597017420388486,8.826725568956291e-07,0.004811550948878069,88.56847707569341,2128.7612699470724,-3.067776833359495e-06,0.005788221504731988,0.408123705532466,0.4427287644019117,0.6495892592463401,0.6495892592463401,0.32887799613655044,0.4026281118591441,0.8238945222066929,0.8238945222066929,1.473483781453033,1843.0048309178744,441856.16077772185,0.004171051565002413
80015,0.42120156133123465,11.7598616078849,5.082198826445638e-07,0.005092537674496913,117.63062316365192,2641.72833969698,-3.0822277517346066e-06,0.005469628214688269,0.8404035189978265,0.3734979572881996,0.7140136385148819,0.7140136385148819,0.5279008064832964,0.4002330692056219,0.7582921887261853,0.7582921887261853,1.4723058272410672,2712.4159234485323,575766.2685206952,0.004710967056853623
80122,0.3323475986861165,9.587131134853658,1.2445670368431605e-06,0.004855468835535139,129.1066128074904,3129.287267627675,-2.713621640679817e-06,0.005721663526766308,0.544417814406206,0.5096377455885867,0.6596587121019385,0.6596587121019385,0.606490450328395,0.4613245054319605,0.8101894041055124,0.8101894041055124,1.469848116207451,2313.259595959596,656562.9651095131,0.0035232867506831576
80241,0.30544633637019125,8.372816348413048,-4.186656912844584e-07,0.004992965906500969,109.96849753833837,2506.6194060421135,-3.3378095528064444e-06,0.005543077468465221,0.45480572684197595,0.20213040993790898,0.6911839146847547,0.6911839146847547,0.47542919029348035,0.35787387104660906,0.7734163064987499,0.7734163064987499,1.4646002211835047,1966.852965747703,539856.8499691602,0.003643286115310126
80214,0.2727088041952813,7.9130405702018995,1.4317957717335674e-06,0.005071433383635476,111.0049027449216,2599.7444121350723,-3.5377319940216047e-06,0.0054468960769982235,0.34575216030513284,0.5442535924569983,0.7091748660224932,0.7091748660224932,0.482526679799173,0.3247394527572322,0.753611357948919,0.753611357948919,1.4627862239714122,1833.1884411884407,568811.9954308461,0.0032228371692476243
80033,0.3096439193075666,8.142945924550105,9.151700720939928e-07,0.004882759852576655,118.7335354702946,2872.035454338438,-4.285195638101145e-06,0.005651978014092807,0.4687884970675767,0.44873707829864823,0.6659159715103129,0.6659159715103129,0.5354537485877677,0.20085754691166025,0.7958402875860158,0.7958402875860158,1.4617562590963287,1959.367261904762,609115.9210993182,0.00321673953024991
80109,0.46911191491005033,12.79747448758559,1.5113305562787235e-06,0.004845735877084487,147.16319168960086,3202.92015988139,-2.888163085088929e-06,0.00568996922105794,1.0,0.5589584075279262,0.6574271482967489,0.6574271482967489,0.7301451544059551,0.43239664124257016,0.8036631511130901,0.8036631511130901,1.461090299409839,3080.577777777778,675759.8972821464,0.004558686880011113
80022,0.35014535251605305,9.57173038525298,3.3669258035001023e-07,0.0047824002039942625,103.15120275778409,2334.0042842634,-3.75901576615812e-06,0.005639727249152175,0.6037047674095497,0.34178507500303373,0.6429056031404556,0.6429056031404556,0.42874312787807317,0.288064685172079,0.7933177022330212,0.7933177022330212,1.4362233053734768,2335.3012820512818,495485.8795278046,0.004713154054514755
80120,0.2737055293228499,8.258913104269025,1.268674039640505e-06,0.004979443565346402,120.26767219364602,2877.969141402006,-3.082940010096748e-06,0.005415950153392598,0.34907239927236783,0.5140947768117998,0.6880835246815551,0.6880835246815551,0.5459597931590617,0.4001150220951632,0.7472392061689491,0.7472392061689491,1.4353227308505043,1947.924688057041,632195.1346198557,0.003081207971061569
