,city_name,city_geo_id
181,"Flomaton, Alabama",0126824
182,"Florala, Alabama",0126848
183,"Florence, Alabama",0126896
184,"Foley, Alabama",0126992
185,"Forestdale, Alabama",0127088
186,"Forkland, Alabama",0127376
187,"Fort Deposit, Alabama",0127520
188,"Fort Payne, Alabama",0127616
189,"Fort Rucker, Alabama",0127640
190,"Franklin, Alabama",0128024
191,"Fredonia, Alabama",0128120
192,"Frisco City, Alabama",0128312
193,"Fruitdale, Alabama",0128408
194,"Fruithurst, Alabama",0128432
195,"Fulton, Alabama",0128504
196,"Fultondale, Alabama",0128552
197,"Fyffe, Alabama",0128672
198,"Gadsden, Alabama",0128696
199,"Gainesville, Alabama",0128768
200,"Gallant, Alabama",0128816
201,"Gantt, Alabama",0128936
202,"Garden City, Alabama",0129032
203,"Gardendale, Alabama",0129056
204,"Gaylesville, Alabama",0129296
205,"Geiger, Alabama",0129392
206,"Geneva, Alabama",0129464
207,"Georgiana, Alabama",0129560
208,"Geraldine, Alabama",0129608
209,"Gilbertown, Alabama",0129704
210,"Glen Allen, Alabama",0129944
211,"Glencoe, Alabama",0129992
212,"Glenwood, Alabama",0130160
213,"Goldville, Alabama",0130448
214,"Good Hope, Alabama",0130496
215,"Goodwater, Alabama",0130640
216,"Gordo, Alabama",0130736
217,"Gordon, Alabama",0130760
218,"Gordonville, Alabama",0130808
219,"Goshen, Alabama",0130880
220,"Graham, Alabama",0131000
221,"Grand Bay, Alabama",0131024
222,"Grant, Alabama",0131096
223,"Grayson Valley, Alabama",0131348
224,"Graysville, Alabama",0131384
225,"Greensboro, Alabama",0131720
226,"Greenville, Alabama",0131912
227,"Grimes, Alabama",0132056
228,"Grove Hill, Alabama",0132080
229,"Guin, Alabama",0132224
230,"Gulfcrest, Alabama",0132248
231,"Gulf Shores, Alabama",0132272
232,"Guntersville, Alabama",0132416
233,"Gurley, Alabama",0132440
234,"Gu-Win, Alabama",0132536
235,"Hackleburg, Alabama",0132560
236,"Hackneyville, Alabama",0132584
237,"Haleburg, Alabama",0132656
238,"Haleyville, Alabama",0132704
239,"Hamilton, Alabama",0132848
240,"Hammondville, Alabama",0132896
241,"Hanceville, Alabama",0132968
242,"Hanover, Alabama",0133064
243,"Harpersville, Alabama",0133256
244,"Hartford, Alabama",0133424
245,"Hartselle, Alabama",0133448
246,"Harvest, Alabama",0133472
247,"Hatton, Alabama",0133544
248,"Hayden, Alabama",0133640
249,"Hayneville, Alabama",0133712
250,"Hazel Green, Alabama",0133808
251,"Headland, Alabama",0133856
252,"Heath, Alabama",0133904
253,"Heflin, Alabama",0133976
254,"Helena, Alabama",0134024
255,"Henagar, Alabama",0134096
256,"Highland Lake, Alabama",0134480
257,"Highland Lakes, Alabama",0134490
258,"Hillsboro, Alabama",0134816
259,"Hissop, Alabama",0134984
260,"Hobson, Alabama",0135130
261,"Hobson City, Alabama",0135152
262,"Hodges, Alabama",0135200
263,"Hokes Bluff, Alabama",0135392
264,"Hollins, Alabama",0135512
265,"Hollis Crossroads, Alabama",0135536
266,"Holly Pond, Alabama",0135560
267,"Hollywood, Alabama",0135632
268,"Holt, Alabama",0135704
269,"Holtville, Alabama",0135752
270,"Homewood, Alabama",0135800
271,"Hoover, Alabama",0135896
272,"Horn Hill, Alabama",0136088
273,"Hueytown, Alabama",0136448
274,"Huguley, Alabama",0136592
275,"Huntsville, Alabama",0137000
276,"Hurtsboro, Alabama",0137096
277,"Hytop, Alabama",0137264
278,"Ider, Alabama",0137312
279,"Indian Springs Village, Alabama",0137465
280,"Irondale, Alabama",0137864
281,"Ivalee, Alabama",0138032
282,"Jackson, Alabama",0138152
283,"Jacksons' Gap, Alabama",0138248
284,"Jacksonville, Alabama",0138272
285,"Jasper, Alabama",0138416
286,"Jemison, Alabama",0138608
287,"Joppa, Alabama",0139064
288,"Kansas, Alabama",0139280
289,"Kellyton, Alabama",0139472
290,"Kennedy, Alabama",0139520
291,"Killen, Alabama",0139784
292,"Kimberly, Alabama",0139856
293,"Kinsey, Alabama",0140072
294,"Kinston, Alabama",0140096
295,"Ladonia, Alabama",0140648
296,"La Fayette, Alabama",0140672
297,"Lakeview, Alabama",0140888
298,"Lake View, Alabama",0140928
299,"Lanett, Alabama",0141296
300,"Langston, Alabama",0141368
301,"Leeds, Alabama",0141968
302,"Leesburg, Alabama",0142016
303,"Leighton, Alabama",0142160
304,"Leroy, Alabama",0142304
305,"Lester, Alabama",0142352
306,"Level Plains, Alabama",0142472
307,"Lexington, Alabama",0142640
308,"Libertyville, Alabama",0142808
309,"Lillian, Alabama",0142928
310,"Lincoln, Alabama",0143120
311,"Linden, Alabama",0143240
312,"Lineville, Alabama",0143264
313,"Lipscomb, Alabama",0143336
314,"Lisman, Alabama",0143384
315,"Littleville, Alabama",0143648
316,"Livingston, Alabama",0143720
317,"Loachapoka, Alabama",0143744
318,"Lockhart, Alabama",0143816
319,"Locust Fork, Alabama",0143888
320,"Lookout Mountain, Alabama",0144160
321,"Louisville, Alabama",0144344
322,"Lowndesboro, Alabama",0144536
323,"Loxley, Alabama",0144608
324,"Luverne, Alabama",0144728
325,"Lynn, Alabama",0144800
326,"McCalla, Alabama",0145040
327,"McDonald Chapel, Alabama",0145208
328,"Macedonia, Alabama",0145316
329,"McIntosh, Alabama",0145472
330,"McKenzie, Alabama",0145496
331,"McMullen, Alabama",0145640
332,"Madison, Alabama",0145784
333,"Madrid, Alabama",0145904
334,"Magnolia Springs, Alabama",0146072
335,"Malcolm, Alabama",0146192
336,"Malvern, Alabama",0146264
337,"Maplesville, Alabama",0146504
338,"Marbury, Alabama",0146600
339,"Margaret, Alabama",0146696
340,"Marion, Alabama",0146768
341,"Maytown, Alabama",0147728
342,"Meadowbrook, Alabama",0147740
343,"Megargel, Alabama",0147848
344,"Memphis, Alabama",0148052
345,"Mentone, Alabama",0148064
346,"Meridianville, Alabama",0148112
347,"Midfield, Alabama",0148376
348,"Midland City, Alabama",0148400
349,"Midway, Alabama",0148424
350,"Mignon, Alabama",0148616
351,"Millbrook, Alabama",0148712
352,"Millerville, Alabama",0148784
353,"Millport, Alabama",0148808
354,"Millry, Alabama",0148832
355,"Minor, Alabama",0149072
356,"Mobile, Alabama",0150000
357,"Monroeville, Alabama",0150192
358,"Montevallo, Alabama",0150312
359,"Montgomery, Alabama",0151000
360,"Moody, Alabama",0151096
361,"Moores Mill, Alabama",0151216
362,"Mooresville, Alabama",0151264
363,"Morris, Alabama",0151456
364,"Morrison Crossroads, Alabama",0151469
365,"Mosses, Alabama",0151520
366,"Moulton, Alabama",0151600
367,"Moundville, Alabama",0151648
368,"Mountain Brook, Alabama",0151696
369,"Mount Olive (Coosa County), Alabama",0152320
370,"Mount Olive (Jefferson County), Alabama",0152344
371,"Mount Vernon, Alabama",0152608
372,"Movico, Alabama",0152680
373,"Mulga, Alabama",0152776
374,"Munford, Alabama",0152848
375,"Muscle Shoals, Alabama",0153016
376,"Myrtlewood, Alabama",0153112
377,"Nanafalia, Alabama",0153208
378,"Nances Creek, Alabama",0153232
379,"Napier Field, Alabama",0153256
380,"Natural Bridge, Alabama",0153376
381,"Nauvoo, Alabama",0153400
382,"Nectar, Alabama",0153448
383,"Needham, Alabama",0153472
384,"Newbern, Alabama",0153784
385,"New Brockton, Alabama",0153856
386,"New Hope, Alabama",0154168
387,"New Market, Alabama",0154312
388,"New Site, Alabama",0154432
389,"Newton, Alabama",0154480
390,"New Union, Alabama",0154582
391,"Newville, Alabama",0154600
392,"Nixburg, Alabama",0154696
393,"North Courtland, Alabama",0155044
394,"North Johns, Alabama",0155152
395,"Northport, Alabama",0155200
396,"Notasulga, Alabama",0155440
397,"Oak Grove, Alabama",0155752
398,"Oak Hill, Alabama",0155848
399,"Oakman, Alabama",0155992
400,"Odenville, Alabama",0156400
401,"Ohatchee, Alabama",0156472
402,"Oneonta, Alabama",0157000
403,"Onycha, Alabama",0157024
404,"Opelika, Alabama",0157048
405,"Opp, Alabama",0157120
406,"Orange Beach, Alabama",0157144
407,"Orrville, Alabama",0157240
408,"Our Town, Alabama",0157384
409,"Owens Cross Roads, Alabama",0157504
410,"Oxford, Alabama",0157576
411,"Ozark, Alabama",0157648
412,"Paint Rock, Alabama",0157696
413,"Panola, Alabama",0157912
414,"Parrish, Alabama",0158272
415,"Pea Ridge, Alabama",0158680
416,"Pelham, Alabama",0158848
417,"Pell City, Alabama",0158896
418,"Pennington, Alabama",0158968
419,"Penton, Alabama",0159016
420,"Perdido, Alabama",0159064
421,"Perdido Beach, Alabama",0159088
422,"Peterman, Alabama",0159232
423,"Petrey, Alabama",0159328
424,"Phenix City, Alabama",0159472
425,"Phil Campbell, Alabama",0159496
426,"Pickensville, Alabama",0159592
427,"Piedmont, Alabama",0159640
428,"Pike Road, Alabama",0159760
429,"Pinckard, Alabama",0159832
430,"Pine Apple, Alabama",0159880
431,"Pine Hill, Alabama",0160240
432,"Pine Level, Alabama",0160264
433,"Pine Ridge, Alabama",0160372
434,"Pinson, Alabama",0160648
435,"Pisgah, Alabama",0160720
436,"Pleasant Grove, Alabama",0161008
437,"Pleasant Groves, Alabama",0161038
438,"Point Clear, Alabama",0161488
439,"Pollard, Alabama",0161536
440,"Powell, Alabama",0162075
441,"Prattville, Alabama",0162328
442,"Priceville, Alabama",0162472
443,"Prichard, Alabama",0162496
444,"Providence, Alabama",0162688
445,"Putnam, Alabama",0162952
446,"Ragland, Alabama",0163216
447,"Rainbow City, Alabama",0163288
448,"Rainsville, Alabama",0163336
449,"Ranburne, Alabama",0163408
450,"Ray, Alabama",0163495
451,"Red Bay, Alabama",0163576
452,"Redland, Alabama",0163730
453,"Red Level, Alabama",0163768
454,"Redstone Arsenal, Alabama",0163912
455,"Reece City, Alabama",0163984
456,"Reeltown, Alabama",0164040
457,"Reform, Alabama",0164104
458,"Rehobeth, Alabama",0164152
459,"Remlap, Alabama",0164248
460,"Repton, Alabama",0164368
461,"Ridgeville, Alabama",0164656
462,"River Falls, Alabama",0164776
463,"Riverside, Alabama",0164920
464,"Riverview, Alabama",0165016
465,"Roanoke, Alabama",0165040
466,"Robertsdale, Alabama",0165208
467,"Rock Creek, Alabama",0165412
468,"Rockford, Alabama",0165472
469,"Rock Mills, Alabama",0165592
470,"Rockville, Alabama",0165784
471,"Rogersville, Alabama",0166216
472,"Rosa, Alabama",0166408
473,"Russellville, Alabama",0167056
474,"Rutledge, Alabama",0167176
475,"St. Florian, Alabama",0167536
476,"St. Stephens, Alabama",0167584
477,"Saks, Alabama",0167608
478,"Samson, Alabama",0167800
479,"Sand Rock, Alabama",0167920
480,"Sanford, Alabama",0168016
481,"Saraland, Alabama",0168160
482,"Sardis City, Alabama",0168280
483,"Satsuma, Alabama",0168352
484,"Scottsboro, Alabama",0168736
485,"Section, Alabama",0169000
486,"Selma, Alabama",0169120
487,"Selmont-West Selmont, Alabama",0169180
488,"Semmes, Alabama",0169240
489,"Sheffield, Alabama",0169648
490,"Shelby, Alabama",0169672
491,"Shiloh, Alabama",0169840
492,"Shoal Creek, Alabama",0169978
493,"Shorter, Alabama",0170128
494,"Silas, Alabama",0170416
495,"Silverhill, Alabama",0170536
496,"Sims Chapel, Alabama",0170632
497,"Sipsey, Alabama",0170704
498,"Skyline, Alabama",0170896
499,"Slocomb, Alabama",0171040
500,"Smiths Station, Alabama",0171190
501,"Smoke Rise, Alabama",0171201
502,"Snead, Alabama",0171280
503,"Somerville, Alabama",0171496
504,"Southside, Alabama",0171832
505,"South Vinemont, Alabama",0171900
506,"Spanish Fort, Alabama",0171976
507,"Spring Garden, Alabama",0172408
508,"Springville, Alabama",0172600
509,"Spruce Pine, Alabama",0172672
510,"Standing Rock, Alabama",0172720
511,"Stapleton, Alabama",0172816
512,"Steele, Alabama",0172888
513,"Sterrett, Alabama",0173056
514,"Stevenson, Alabama",0173080
515,"Stewartville, Alabama",0173152
516,"Stockton, Alabama",0173272
517,"Sulligent, Alabama",0173728
518,"Sumiton, Alabama",0173848
519,"Summerdale, Alabama",0173872
520,"Susan Moore, Alabama",0174160
521,"Sweet Water, Alabama",0174304
522,"Sylacauga, Alabama",0174352
523,"Sylvania, Alabama",0174400
524,"Sylvan Springs, Alabama",0174424
525,"Talladega, Alabama",0174592
526,"Talladega Springs, Alabama",0174616
527,"Tallassee, Alabama",0174688
528,"Tarrant, Alabama",0174976
529,"Taylor, Alabama",0175096
530,"Theodore, Alabama",0175768
531,"Thomaston, Alabama",0175936
532,"Thomasville, Alabama",0175960
533,"Thorsby, Alabama",0176080
534,"Tibbie, Alabama",0176200
535,"Tidmore Bend, Alabama",0176208
536,"Tillmans Corner, Alabama",0176320
537,"Town Creek, Alabama",0176584
538,"Toxey, Alabama",0176632
539,"Trafford, Alabama",0176680
540,"Triana, Alabama",0176824
541,"Trinity, Alabama",0176872
542,"Troy, Alabama",0176920
543,"Trussville, Alabama",0176944
544,"Tuscaloosa, Alabama",0177256
545,"Tuscumbia, Alabama",0177280
546,"Tuskegee, Alabama",0177304
547,"Twin, Alabama",0177352
548,"Underwood-Petersville, Alabama",0177580
549,"Union, Alabama",0177616
550,"Union Grove, Alabama",0177784
551,"Union Springs, Alabama",0177880
552,"Uniontown, Alabama",0177904
553,"Uriah, Alabama",0178120
554,"Valley, Alabama",0178204
555,"Valley Grande, Alabama",0178232
556,"Valley Head, Alabama",0178240
557,"Vance, Alabama",0178264
558,"Vandiver, Alabama",0178312
559,"Vernon, Alabama",0178480
560,"Vestavia Hills, Alabama",0178552
561,"Vina, Alabama",0178984
562,"Vincent, Alabama",0179008
563,"Vinegar Bend, Alabama",0179032
564,"Vredenburgh, Alabama",0179272
565,"Wadley, Alabama",0179344
566,"Waldo, Alabama",0179488
567,"Walnut Grove, Alabama",0179728
568,"Warrior, Alabama",0179944
569,"Waterloo, Alabama",0180064
570,"Waverly, Alabama",0180256
571,"Weaver, Alabama",0180352
572,"Webb, Alabama",0180376
573,"Wedowee, Alabama",0180496
574,"Weogufka, Alabama",0180736
575,"West Blocton, Alabama",0180928
576,"West End-Cobb Town, Alabama",0181084
577,"West Jefferson, Alabama",0181336
578,"Westover, Alabama",0181504
579,"West Point, Alabama",0181528
580,"Wetumpka, Alabama",0181720
581,"Whatley, Alabama",0181744
582,"White Hall, Alabama",0181912
583,"White Plains, Alabama",0182104
584,"Whitesboro, Alabama",0182176
585,"Wilsonville, Alabama",0182848
586,"Wilton, Alabama",0182872
587,"Winfield, Alabama",0182992
588,"Woodland, Alabama",0183400
589,"Woodstock, Alabama",0183640
590,"Woodville, Alabama",0183664
591,"Yellow Bluff, Alabama",0183976
592,"York, Alabama",0184096
593,"Adak, Alaska",0200065
594,"Akhiok, Alaska",0200650
595,"Akiachak, Alaska",0200760
596,"Akiak, Alaska",0200870
597,"Akutan, Alaska",0201090
598,"Alakanuk, Alaska",0201200
599,"Alatna, Alaska",0201305
600,"Alcan Border, Alaska",0201390
601,"Aleknagik, Alaska",0201420
602,"Aleneva, Alaska",0201560
603,"Allakaket, Alaska",0201860
604,"Ambler, Alaska",0201970
605,"Anaktuvuk Pass, Alaska",0202080
606,"Anchorage municipality, Alaska",0203000
607,"Anchor Point, Alaska",0203110
608,"Anderson, Alaska",0203220
609,"Angoon, Alaska",0203440
610,"Aniak, Alaska",0203550
611,"Anvik, Alaska",0203880
612,"Arctic Village, Alaska",0203990
613,"Atka, Alaska",0204210
614,"Atmautluak, Alaska",0204430
615,"Atqasuk, Alaska",0204500
616,"Attu Station, Alaska",0204670
617,"Badger, Alaska",0205000
618,"Bear Creek, Alaska",0205585
619,"Beaver, Alaska",0205750
620,"Beluga, Alaska",0206245
621,"Bethel, Alaska",0206520
622,"Bettles, Alaska",0206630
623,"Big Delta, Alaska",0206850
624,"Big Lake, Alaska",0207070
625,"Birch Creek, Alaska",0207620
626,"Brevig Mission, Alaska",0208740
627,"Buckland, Alaska",0209600
628,"Buffalo Soapstone, Alaska",0209657
629,"Butte, Alaska",0209710
630,"Cantwell, Alaska",0210150
631,"Central, Alaska",0211690
632,"Chalkyitsik, Alaska",0211800
633,"Chase, Alaska",0212350
634,"Chefornak, Alaska",0212680
635,"Chena Ridge, Alaska",0212920
636,"Chenega, Alaska",0212970
637,"Chevak, Alaska",0213230
638,"Chickaloon, Alaska",0213340
639,"Chicken, Alaska",0213450
640,"Chignik, Alaska",0213550
641,"Chignik Lagoon, Alaska",0213670
642,"Chignik Lake, Alaska",0213780
643,"Chiniak, Alaska",0213860
644,"Chisana, Alaska",0213890
645,"Chistochina, Alaska",0214000
646,"Chitina, Alaska",0214110
647,"Chuathbaluk, Alaska",0214330
648,"Circle, Alaska",0214880
649,"Clam Gulch, Alaska",0215320
650,"Clark's Point, Alaska",0215430
651,"Coffman Cove, Alaska",0216360
652,"Cohoe, Alaska",0216420
653,"Cold Bay, Alaska",0216530
654,"Coldfoot, Alaska",0216630
655,"College, Alaska",0216750
656,"Cooper Landing, Alaska",0217190
657,"Copper Center, Alaska",0217300
658,"Cordova, Alaska",0217410
659,"Covenant Life, Alaska",0217670
660,"Craig, Alaska",0217740
661,"Crooked Creek, Alaska",0217850
662,"Crown Point, Alaska",0217960
663,"Deering, Alaska",0218510
664,"Delta Junction, Alaska",0218620
665,"Deltana, Alaska",0218675
666,"Denali Park, Alaska",0218805
667,"Diamond Ridge, Alaska",0218925
668,"Dillingham, Alaska",0218950
669,"Diomede, Alaska",0219060
670,"Dot Lake, Alaska",0219720
671,"Dot Lake Village, Alaska",0219750
672,"Dry Creek, Alaska",0220020
673,"Eagle, Alaska",0220380
674,"Eagle Village, Alaska",0220600
675,"Eareckson Station, Alaska",0220716
676,"Edna Bay, Alaska",0220970
677,"Eek, Alaska",0221040
678,"Egegik, Alaska",0221150
679,"Eielson AFB, Alaska",0221370
680,"Ekwok, Alaska",0221810
681,"Elfin Cove, Alaska",0222140
682,"Elim, Alaska",0222250
683,"Emmonak, Alaska",0222910
684,"Ester, Alaska",0223460
685,"Eureka Roadhouse, Alaska",0223720
686,"Evansville, Alaska",0223790
687,"Excursion Inlet, Alaska",0223900
688,"Fairbanks, Alaska",0224230
689,"False Pass, Alaska",0224660
690,"Farmers Loop, Alaska",0224980
691,"Farm Loop, Alaska",0225000
692,"Ferry, Alaska",0225220
693,"Fishhook, Alaska",0225550
694,"Flat, Alaska",0225880
695,"Fort Greely, Alaska",0226100
696,"Fort Yukon, Alaska",0226760
697,"Four Mile Road, Alaska",0226835
698,"Fox, Alaska",0226870
699,"Fox River, Alaska",0226910
700,"Fritz Creek, Alaska",0227090
701,"Funny River, Alaska",0227145
702,"Gakona, Alaska",0227420
703,"Galena, Alaska",0227530
704,"Gambell, Alaska",0227640
705,"Game Creek, Alaska",0227700
706,"Gateway, Alaska",0228200
707,"Glacier View, Alaska",0228590
708,"Glennallen, Alaska",0228740
709,"Goldstream, Alaska",0229130
710,"Golovin, Alaska",0229180
711,"Goodnews Bay, Alaska",0229290
712,"Grayling, Alaska",0230060
713,"Gulkana, Alaska",0230500
714,"Gustavus, Alaska",0230940
715,"Haines, Alaska",0231050
716,"Halibut Cove, Alaska",0231270
717,"Happy Valley, Alaska",0231710
718,"Harding-Birch Lakes, Alaska",0231765
719,"Healy, Alaska",0232150
720,"Healy Lake, Alaska",0232310
721,"Hobart Bay, Alaska",0232550
722,"Hollis, Alaska",0232810
723,"Holy Cross, Alaska",0233030
724,"Homer, Alaska",0233140
725,"Hoonah, Alaska",0233360
726,"Hooper Bay, Alaska",0233470
727,"Hope, Alaska",0233580
728,"Houston, Alaska",0233800
729,"Hughes, Alaska",0233910
730,"Huslia, Alaska",0234350
731,"Hydaburg, Alaska",0234460
732,"Hyder, Alaska",0234570
733,"Igiugig, Alaska",0234790
734,"Iliamna, Alaska",0235120
735,"Ivanof Bay, Alaska",0235890
736,"Juneau and, Alaska",0236400
737,"Kachemak, Alaska",0236540
738,"Kake, Alaska",0236770
739,"Kaktovik, Alaska",0236990
740,"Kalifornsky, Alaska",0237250
741,"Kaltag, Alaska",0237430
742,"Karluk, Alaska",0237540
743,"Kasaan, Alaska",0237650
744,"Kasigluk, Alaska",0237975
745,"Kasilof, Alaska",0238090
746,"Kenai, Alaska",0238420
747,"Kenny Lake, Alaska",0238910
748,"Ketchikan, Alaska",0238970
749,"Kiana, Alaska",0239300
750,"King Cove, Alaska",0239410
751,"King Salmon, Alaska",0239630
752,"Kipnuk, Alaska",0239740
753,"Kivalina, Alaska",0239960
754,"Klawock, Alaska",0240400
755,"Klukwan, Alaska",0240510
756,"Knik-Fairview, Alaska",0240645
757,"Knik River, Alaska",0240670
758,"Kobuk, Alaska",0240840
759,"Kodiak, Alaska",0240950
760,"Kodiak Station, Alaska",0241210
761,"Kokhanok, Alaska",0241280
762,"Koliganek, Alaska",0241500
763,"Kongiganak, Alaska",0241610
764,"Kotlik, Alaska",0241720
765,"Kotzebue, Alaska",0241830
766,"Koyuk, Alaska",0241940
767,"Koyukuk, Alaska",0242050
768,"Kupreanof, Alaska",0242160
769,"Kwethluk, Alaska",0242380
770,"Kwigillingok, Alaska",0242490
771,"Lake Louise, Alaska",0242805
772,"Lake Minchumina, Alaska",0242820
773,"Larsen Bay, Alaska",0243040
774,"Lazy Mountain, Alaska",0243260
775,"Levelock, Alaska",0243810
776,"Lime Village, Alaska",0244030
777,"Livengood, Alaska",0244580
778,"Loring, Alaska",0245020
779,"Lowell Point, Alaska",0245295
780,"Lower Kalskag, Alaska",0245460
