zipcode,trend_coef_Median Rent,average_value_Median Rent,pct_coef_Median Rent,average_pct_Median Rent,trend_coef_Median Price,average_value_Median Price,pct_coef_Median Price,average_pct_Median Price,normalized_trend_coef_Median Rent,normalized_pct_coef_Median Rent,normalized_average_pct_Median Rent,Median Rent_weight,normalized_trend_coef_Median Price,normalized_pct_coef_Median Price,normalized_average_pct_Median Price,Median Price_weight,total_weight,Median Rent,Median Price,rent_price_ratio
92264,0.6350656712609531,21.77397057487374,-1.1764475266750943e-05,0.011641370944487731,152.37018638804733,4955.117461918292,-2.975030950835865e-05,0.009683517624995419,0.8119483244937029,0.3567571422335201,1.0,1.0,0.6914352007527357,0.2699297141942099,0.8571416575108947,0.8571416575108947,1.8571416575108946,2362.9365079365084,621573.8077772129,0.0038015380930971304
92201,0.518518518875176,21.26867287952411,-1.2890867710857864e-05,0.009034759231976072,123.28069538917595,3956.5685480520165,-2.40801349021081e-05,0.01013065656158715,0.6441603215656092,0.33869008498627634,0.7191141964629312,0.7191141964629312,0.47322250532023524,0.4910533385721329,0.9508439711141653,0.9508439711141653,1.6699581675770965,2710.972222222222,477608.244242581,0.00567614201576742
92262,0.5914779369432304,17.436878788654596,-1.8483032768581633e-05,0.010162173599033823,164.85680888320567,5556.760790468981,-3.169569021297381e-05,0.009480377672969692,0.7491969080616396,0.24899313543505833,0.840603211834965,0.840603211834965,0.7851026888370858,0.19406439044823887,0.814571704567056,0.814571704567056,1.655174916402021,2118.276695526696,710458.6980094733,0.002981562054854948
92260,0.6017587867395394,21.557440053361113,-1.8679981549873453e-05,0.009635239075391712,151.651424853517,4748.741241514697,-2.8096823175509402e-05,0.009598861720979035,0.7639978124202167,0.24583412551361356,0.7838212882464992,0.7838212882464992,0.6860434635157676,0.3344118362043395,0.8394011893535567,0.8394011893535567,1.623222477600056,2720.2380952380954,599965.9633420614,0.004533987361691706
92253,0.7656881645212473,25.9992363061138,-2.197011809039684e-05,0.008403258445935377,185.4410161156451,6216.165926422718,-2.9754102189744297e-05,0.009967845301381999,1.0,0.19306114613162284,0.6510643197321875,0.6510643197321875,0.9395136183272598,0.26978180843956523,0.9167252878293402,0.9167252878293402,1.5677896075615276,3681.566666666667,762854.0441908534,0.004826043323361605
92284,0.31522250956437686,10.326923579884124,-3.400653405329291e-05,0.00727904675407638,76.86937856817146,3126.3131851655526,-3.667199693638585e-05,0.010365224670290897,0.35148366059836283,0.0,0.5299204213533568,0.5299204213533568,0.12507139664404476,0.0,1.0,1.0,1.5299204213533568,1625.892857142857,371681.78554581775,0.004374421670287717
92311,0.2653348574170625,9.903434783606649,2.8338563363097792e-05,0.007686736407103354,60.1963648386901,2022.3995991360503,-2.2617872345573494e-05,0.009402376176075849,0.2796625190842197,1.0,0.5738526400396174,0.5738526400396174,0.0,0.5480781779724263,0.7982257321514509,0.7982257321514509,1.3720783721910683,1487.400793650794,259093.90450238725,0.005740778797970869
92879,0.42488681725638905,17.897001141883322,-2.055968083423379e-05,0.007738866867163245,132.96669640891665,4976.0003781780115,-1.406060252151405e-05,0.008588889634406916,0.5093627233079223,0.2156842121722935,0.579470164925428,0.579470164925428,0.5458813356367083,0.8817918022742179,0.6277517143427499,0.6277517143427499,1.207221879268178,2708.9094017094017,687192.6406300041,0.003941994197181636
92507,0.42448279051939486,15.957592157357375,-1.717210815447814e-05,0.007841237080402874,114.95826118271505,4146.641853121896,-1.3019708020684508e-05,0.00817344650801682,0.5087810631133822,0.2700200432181689,0.5905014740636684,0.5905014740636684,0.41079237201807695,0.9223842673395357,0.5406915660808865,0.5406915660808865,1.131193040144555,2390.0636363636363,596838.7558158363,0.004004538266112744
92584,0.5662390792913906,20.691380916685713,-2.2093876856152253e-05,0.00790372793741929,98.54852393288125,4271.059873157045,-2.2765004580468437e-05,0.00806373016679646,0.7128615928274133,0.19107608602450887,0.5972354246948741,0.5972354246948741,0.28769592468717425,0.542340362948718,0.517699439537855,0.517699439537855,1.1149348642327293,3057.944444444445,623931.971482561,0.004901086311025681
92234,0.29149304211460153,13.49234065884845,-1.34072263629453e-05,0.006228749241147703,109.01649975553339,3684.502832658101,-2.261325042255864e-05,0.008862026748425804,0.31732135055953864,0.33040781944358616,0.41674143905388367,0.41674143905388367,0.36622068196366947,0.5482584222223147,0.6849902534634412,0.6849902534634412,1.1017316925173248,2398.333333333333,496162.2501245022,0.0048337682536942666
92591,0.4268021228961992,13.643957081567269,-1.741729257760594e-05,0.006162308729611916,141.04047299922996,5514.1642044056925,-2.0800323562893354e-05,0.008876508319636236,0.5121201077804054,0.26608734548749957,0.4095818777043488,0.4095818777043488,0.606446181964217,0.6189583540197167,0.6880250075767179,0.6880250075767179,1.0976068852810668,2516.96364379085,742063.5279987907,0.0033918438904801578
92563,0.47385035129474834,16.312074888927082,-1.1732435103145888e-05,0.006786173734909444,118.10752362336275,4946.6367060333005,-2.196032501760754e-05,0.00852503294190396,0.5798534510899648,0.3572710585626753,0.47680893053716306,0.47680893053716306,0.4344163345626513,0.5737209947208857,0.6143699232775645,0.6143699232775645,1.0911788538147276,2756.9625730994157,689238.7580741453,0.004000010940770155
92211,0.31769611778294604,16.86743131661721,-2.140623553482618e-06,0.006259238278424302,131.4574618737126,4050.4725558535415,-2.8030757912380894e-05,0.008787383684826436,0.35504480966570706,0.5111213522850742,0.4200269064264895,0.4200269064264895,0.534559922828919,0.3369882278400315,0.6693480734130756,0.6693480734130756,1.089374979839565,2968.833333333333,551196.849368825,0.005386158024547748
92592,0.47169638704935474,18.866942633644403,-1.2316296869665475e-05,0.006788362295199666,135.45394509743483,5413.3883618245745,-2.0224760063326843e-05,0.008421416319020358,0.576752479923232,0.3479060596980479,0.4770447675483902,0.4770447675483902,0.5645392502957707,0.6414039921035052,0.5926560520455986,0.5926560520455986,1.0697008195939888,3185.16918767507,761356.1455567441,0.0041835469592826436
92395,0.24844038113899541,9.966474904121892,-1.753638202765633e-05,0.005750223994255044,77.0248684535411,3019.6474363938128,-2.0774833926485183e-05,0.008822827534306743,0.2553402565734211,0.26417718005372026,0.3651760494559431,0.3651760494559431,0.12623779268034246,0.6199523905667459,0.6767756768435129,0.6767756768435129,1.041951726299456,1969.1515151515152,407969.2635502159,0.004826715370701297
92553,0.2080096431204327,10.294144999239583,-1.9225451726595406e-05,0.005057861407597863,111.50450440426074,3879.865494694797,-1.625728349113431e-05,0.009149183708836413,0.1971338341068397,0.2370849182892048,0.290567767540101,0.290567767540101,0.384884267403114,0.7961263525596738,0.7451667877703272,0.7451667877703272,1.0357345553104282,2252.562227668845,508166.3555082139,0.004432726022202064
92880,0.430501011748727,12.976962305598205,-1.4898216116480494e-05,0.005416958759992556,180.64753451682586,6884.69009064226,-1.8960017765246683e-05,0.008755350106447787,0.517445241521677,0.3064927111941409,0.32926372977002066,0.32926372977002066,0.9035556656692011,0.690726000732174,0.6626351254646131,0.6626351254646131,0.9918988552346337,2693.692307692308,937059.1864872028,0.0028746234459215724
92557,0.24537977960333224,13.258139894284561,-1.4199513269419641e-05,0.005474230338787226,112.66918613739037,4128.152604681042,-1.7609550713752213e-05,0.008701197806784272,0.250934038069448,0.3176997326924691,0.33543525633547006,0.33543525633547006,0.3936210424919965,0.7433910754020507,0.6512869843161673,0.6512869843161673,0.9867222406516374,2653.285714285714,564027.9947758549,0.004704173797862874
92392,0.15539902404883138,10.91376089478598,-2.448362794477347e-05,0.00552274102763306,81.57717281926757,3230.184180760643,-2.2653331641586783e-05,0.008660808735775643,0.12139255234977535,0.15274506742555574,0.3406627183894441,0.3406627183894441,0.16038657191174438,0.5466953478839658,0.6428230616109726,0.6428230616109726,0.9834857800004166,2178.3318903318905,443504.2134575189,0.004911637419067141
92562,0.29765410948705384,13.266616073631626,-1.660785956632189e-05,0.006406820737398602,118.88448396171587,4757.873501617084,-1.969135679970068e-05,0.008205516093739144,0.3261911785147291,0.2790704515347643,0.4359302407735254,0.4359302407735254,0.44024464588245954,0.6622054790238566,0.5474120597184692,0.5474120597184692,0.9833423004919946,2362.773923699915,683849.0913333056,0.003455110131232605
92336,0.5553255748100566,19.07869303028427,-1.271284455086223e-05,0.0062796535163089995,124.22324402487277,4829.99227570324,-1.716196009256445e-05,0.008161457153316905,0.6971498822932202,0.34154553260562404,0.4222268315131907,0.4222268315131907,0.4802929651773572,0.7608460688136294,0.5381790801798475,0.5381790801798475,0.9604059116930381,3373.2,696778.5595265116,0.004841136332168748
92882,0.5711605011523312,16.814779539118216,-1.0100499310954025e-05,0.006448640273167543,136.9183895064911,5315.418516443866,-1.4984276894705236e-05,0.008074250357985938,0.7199467556023954,0.3834469065414263,0.44043667103762,0.44043667103762,0.5755246732384968,0.8457706496063814,0.5199040479343339,0.5199040479343339,0.9603407189719539,2994.5222222222224,774091.1061489439,0.0038684364132792947
92501,0.5395785026542125,12.777704409236298,-2.0563705637717985e-05,0.00619813417777037,102.40555834726304,3782.133527596114,-1.4043916027408973e-05,0.007974451185198298,0.6744794889381945,0.2156196553161655,0.41344239123797616,0.41344239123797616,0.31662918707979637,0.882442536742008,0.49899016050333866,0.49899016050333866,0.9124325517413148,2350.133333333333,555685.4341102989,0.004229251279721058
92530,0.3007042247851054,11.036218580361206,1.78854310629219e-06,0.004660621837333405,104.57448238435163,4035.2260618424534,-1.9604543272567846e-05,0.00868147387569214,0.3305823004261981,0.5741442173153855,0.24776163904966395,0.24776163904966395,0.3328992125793764,0.665591004708283,0.6471536426958384,0.6471536426958384,0.8949152817455024,2539.920634920635,552723.6466162659,0.004595281295580251
91708,0.258724044399855,12.734787082336156,-1.3840673647219763e-05,0.004440072255256851,136.09975070015244,5333.008735371049,-1.904343823397833e-05,0.00865145590505482,0.27014521135784364,0.32345543181028835,0.2239954423875439,0.2239954423875439,0.5693837139304175,0.6874727964352706,0.6408630849559289,0.6408630849559289,0.8648585273434728,3165.810670810671,733066.3530270288,0.004318586793321211
92503,0.2808439030453877,12.190563701122056,-1.3566026185983625e-05,0.005724264157784949,111.863197597944,4234.4332842305275,-1.3253885684768207e-05,0.007930213572516017,0.30199023572103506,0.3278607094121794,0.3623786441149046,0.3623786441149046,0.3875749782385133,0.9132518829904787,0.4897197384546323,0.4897197384546323,0.852098382569537,2382.1428571428573,625310.322663731,0.0038095370743205952
91709,0.38264705081526396,14.762104509926186,-1.2649972322526056e-05,0.005566405944335149,193.504332742279,6657.537259186495,-1.102944235994837e-05,0.007898784610773979,0.448551919180799,0.3425539876556862,0.34536800500937853,0.34536800500937853,1.0,1.0,0.48313349380364,0.48313349380364,0.8285014988130186,2969.7237958532696,987068.7931663798,0.003008628999734464
